epoch,itr,loss,mask-A,mask-B,time (ms)
2,31,0.21692,75.00000,42.00000,203
2,32,0.20350,75.00000,42.00000,204
2,33,0.20050,77.00000,42.00000,206
2,34,0.20594,63.00000,42.00000,183
2,35,0.21691,84.00000,42.00000,217
2,36,0.19971,91.00000,35.00000,220
2,37,0.19883,73.00000,42.00000,200
2,38,0.21737,55.00000,48.00000,178
2,39,0.20760,63.00000,42.00000,184
2,40,0.21221,63.00000,42.00000,184
2,41,0.20802,61.00000,48.00000,188
2,42,0.21289,50.00000,48.00000,176
2,43,0.21300,72.00000,42.00000,198
2,44,0.20111,69.00000,48.00000,201
2,45,0.20727,71.00000,48.00000,204
2,46,0.19983,93.00000,35.00000,222
2,47,0.21180,63.00000,42.00000,183
2,48,0.22154,57.00000,48.00000,181
2,49,0.19925,61.00000,42.00000,181
2,50,0.19653,93.00000,35.00000,222
2,51,0.18712,67.00000,42.00000,190
2,52,0.19876,71.00000,42.00000,196
2,53,0.20239,73.00000,42.00000,199
2,54,0.19601,72.00000,42.00000,197
2,55,0.19491,72.00000,42.00000,198
2,56,0.19219,63.00000,42.00000,183
2,57,0.19619,75.00000,42.00000,203
2,58,0.20572,62.00000,42.00000,182
2,59,0.19814,63.00000,48.00000,191
2,60,0.19852,67.00000,48.00000,198
2,61,0.19078,69.00000,42.00000,193
2,62,0.21794,60.00000,48.00000,187
2,63,0.19992,72.00000,42.00000,197
2,64,0.18943,82.00000,42.00000,212
2,65,0.19481,69.00000,42.00000,192
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.42647,73.00000,42.00000,945
1,1,0.36527,67.00000,42.00000,191
1,2,0.34189,95.00000,35.00000,232
1,3,0.33047,70.00000,48.00000,203
1,4,0.32086,69.00000,42.00000,194
1,5,0.31416,72.00000,42.00000,198
1,6,0.30899,65.00000,48.00000,194
1,7,0.30067,73.00000,42.00000,199
1,8,0.29801,60.00000,48.00000,188
1,9,0.29658,73.00000,42.00000,200
1,10,0.28867,81.00000,42.00000,213
1,11,0.28311,77.00000,42.00000,206
1,12,0.27863,79.00000,42.00000,210
1,13,0.28164,52.00000,54.00000,183
1,14,0.27428,74.00000,42.00000,202
1,15,0.27192,67.00000,42.00000,191
1,16,0.27144,62.00000,42.00000,183
1,17,0.26512,87.00000,42.00000,227
1,18,0.26847,75.00000,42.00000,203
1,19,0.26296,67.00000,42.00000,191
1,20,0.26557,63.00000,42.00000,183
1,21,0.25678,81.00000,42.00000,212
1,22,0.25714,68.00000,42.00000,194
1,23,0.25399,70.00000,42.00000,195
1,24,0.25250,54.00000,48.00000,180
1,25,0.25148,61.00000,48.00000,189
1,26,0.24713,75.00000,48.00000,212
1,27,0.24962,51.00000,54.00000,181
1,28,0.24368,70.00000,42.00000,196
1,29,0.24485,67.00000,42.00000,191
1,30,0.24348,61.00000,48.00000,189
1,31,0.24474,62.00000,42.00000,184
1,32,0.24151,69.00000,48.00000,202
1,33,0.24267,68.00000,42.00000,193
1,34,0.23832,65.00000,48.00000,194
1,35,0.23747,64.00000,42.00000,187
1,36,0.23358,77.00000,42.00000,207
1,37,0.22688,61.00000,48.00000,190
1,38,0.22380,71.00000,42.00000,197
1,39,0.23308,85.00000,35.00000,211
1,40,0.23310,76.00000,42.00000,206
1,41,0.23218,74.00000,42.00000,203
1,42,0.23095,69.00000,48.00000,202
1,43,0.22924,71.00000,42.00000,197
1,44,0.22769,57.00000,48.00000,182
1,45,0.22799,75.00000,42.00000,204
1,46,0.23022,73.00000,48.00000,208
1,47,0.23120,64.00000,42.00000,187
1,48,0.23177,62.00000,42.00000,183
1,49,0.23251,78.00000,42.00000,207
1,50,0.22533,73.00000,42.00000,199
1,51,0.22706,51.00000,54.00000,179
1,52,0.22702,60.00000,48.00000,188
1,53,0.23504,63.00000,48.00000,192
1,54,0.22460,69.00000,42.00000,193
1,55,0.22643,61.00000,48.00000,189
1,56,0.22394,49.00000,54.00000,177
1,57,0.22170,72.00000,42.00000,197
1,58,0.22184,63.00000,42.00000,183
1,59,0.22057,75.00000,42.00000,203
1,60,0.22064,85.00000,35.00000,209
1,61,0.21796,75.00000,42.00000,204
1,62,0.23228,61.00000,48.00000,188
1,63,0.21515,68.00000,48.00000,200
1,64,0.21754,65.00000,42.00000,188
1,65,0.22527,53.00000,54.00000,184
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.42647,73.00000,42.00000,931
1,1,0.36527,67.00000,42.00000,191
1,2,0.34157,60.00000,48.00000,186
1,3,0.33197,75.00000,42.00000,204
1,4,0.32089,69.00000,42.00000,195
1,5,0.31420,72.00000,42.00000,198
1,6,0.30907,65.00000,48.00000,196
1,7,0.30084,73.00000,42.00000,201
1,8,0.29809,60.00000,48.00000,189
1,9,0.29868,91.00000,35.00000,221
1,10,0.28872,81.00000,42.00000,213
1,11,0.28318,77.00000,42.00000,207
1,12,0.27847,57.00000,54.00000,191
1,13,0.28050,67.00000,42.00000,191
1,14,0.27796,65.00000,42.00000,188
1,15,0.26905,69.00000,42.00000,195
1,16,0.27382,74.00000,42.00000,203
1,17,0.26505,87.00000,42.00000,227
1,18,0.26815,72.00000,42.00000,199
1,19,0.26301,67.00000,42.00000,192
1,20,0.26562,63.00000,42.00000,184
1,21,0.25627,81.00000,42.00000,213
1,22,0.25699,68.00000,42.00000,194
1,23,0.25388,70.00000,42.00000,197
1,24,0.25247,54.00000,48.00000,180
1,25,0.25126,61.00000,48.00000,189
1,26,0.24728,75.00000,48.00000,211
1,27,0.24952,51.00000,54.00000,180
1,28,0.24390,70.00000,42.00000,195
1,29,0.24497,67.00000,42.00000,190
1,30,0.24351,61.00000,48.00000,190
1,31,0.24480,62.00000,42.00000,183
1,32,0.24149,69.00000,48.00000,201
1,33,0.24267,68.00000,42.00000,194
1,34,0.23842,65.00000,48.00000,194
1,35,0.23737,64.00000,42.00000,187
1,36,0.23382,77.00000,42.00000,206
1,37,0.22691,61.00000,48.00000,188
1,38,0.22392,71.00000,42.00000,197
1,39,0.23318,85.00000,35.00000,211
1,40,0.23316,76.00000,42.00000,205
1,41,0.23236,74.00000,42.00000,201
1,42,0.23098,69.00000,48.00000,200
1,43,0.22927,71.00000,42.00000,197
1,44,0.22792,57.00000,48.00000,182
1,45,0.22838,75.00000,42.00000,203
1,46,0.23060,73.00000,48.00000,207
1,47,0.23144,64.00000,42.00000,186
1,48,0.23182,62.00000,42.00000,183
1,49,0.23253,78.00000,42.00000,207
1,50,0.22539,73.00000,42.00000,199
1,51,0.22704,51.00000,54.00000,179
1,52,0.22746,60.00000,48.00000,187
1,53,0.23541,63.00000,48.00000,190
1,54,0.22468,69.00000,42.00000,192
1,55,0.22729,61.00000,48.00000,188
1,56,0.22426,49.00000,54.00000,178
1,57,0.22231,72.00000,42.00000,197
1,58,0.22257,63.00000,42.00000,183
1,59,0.22078,75.00000,42.00000,202
1,60,0.22096,85.00000,35.00000,209
1,61,0.21864,75.00000,42.00000,202
1,62,0.23275,61.00000,48.00000,189
1,63,0.21586,68.00000,48.00000,200
1,64,0.21843,65.00000,42.00000,187
1,65,0.22594,53.00000,54.00000,182
2,0,0.21848,77.00000,42.00000,217
2,1,0.21538,75.00000,42.00000,207
2,2,0.21978,65.00000,48.00000,196
2,3,0.22183,77.00000,42.00000,207
2,4,0.21094,69.00000,42.00000,195
2,5,0.22307,63.00000,48.00000,193
2,6,0.21416,64.00000,48.00000,193
2,7,0.22417,61.00000,42.00000,182
2,8,0.21856,75.00000,42.00000,204
2,9,0.22239,62.00000,48.00000,191
2,10,0.23158,44.00000,54.00000,174
2,11,0.22082,76.00000,42.00000,205
2,12,0.21500,57.00000,48.00000,182
2,13,0.21790,62.00000,42.00000,179
2,14,0.21267,61.00000,48.00000,189
2,15,0.20859,65.00000,42.00000,188
2,16,0.21046,67.00000,42.00000,191
2,17,0.21048,69.00000,42.00000,194
2,18,0.21492,86.00000,36.00000,213
2,19,0.20835,59.00000,48.00000,186
2,20,0.20979,96.00000,35.00000,230
2,21,0.21527,63.00000,48.00000,192
2,22,0.22541,63.00000,48.00000,189
2,23,0.20583,69.00000,48.00000,201
2,24,0.21660,67.00000,42.00000,191
2,25,0.21058,73.00000,42.00000,200
2,26,0.20546,69.00000,48.00000,201
2,27,0.20563,72.00000,42.00000,198
2,28,0.21553,80.00000,42.00000,210
2,29,0.20189,83.00000,42.00000,215
2,30,0.22846,49.00000,54.00000,178
2,31,0.22229,75.00000,42.00000,204
2,32,0.20601,75.00000,42.00000,203
2,33,0.20395,77.00000,42.00000,205
2,34,0.21123,63.00000,42.00000,183
2,35,0.21674,84.00000,42.00000,216
2,36,0.20844,91.00000,35.00000,219
2,37,0.19827,73.00000,42.00000,200
2,38,0.21781,55.00000,48.00000,179
2,39,0.21041,63.00000,42.00000,183
2,40,0.21597,63.00000,42.00000,184
2,41,0.21126,61.00000,48.00000,189
2,42,0.21861,50.00000,48.00000,176
2,43,0.21228,72.00000,42.00000,198
2,44,0.20852,69.00000,48.00000,202
2,45,0.21053,71.00000,48.00000,205
2,46,0.19744,93.00000,35.00000,223
2,47,0.20869,63.00000,42.00000,182
2,48,0.21752,57.00000,48.00000,182
2,49,0.20550,61.00000,42.00000,181
2,50,0.20179,93.00000,35.00000,223
2,51,0.18681,67.00000,42.00000,190
2,52,0.20287,71.00000,42.00000,196
2,53,0.20204,73.00000,42.00000,199
2,54,0.19498,72.00000,42.00000,197
2,55,0.20000,72.00000,42.00000,197
2,56,0.19488,63.00000,42.00000,183
2,57,0.19511,75.00000,42.00000,203
2,58,0.20507,62.00000,42.00000,183
2,59,0.19596,63.00000,48.00000,191
2,60,0.19947,67.00000,48.00000,198
2,61,0.19246,69.00000,42.00000,193
2,62,0.22112,60.00000,48.00000,188
2,63,0.20253,72.00000,42.00000,197
2,64,0.18749,82.00000,42.00000,213
2,65,0.19617,69.00000,42.00000,192
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.42647,73.00000,42.00000,1073
1,1,0.36534,63.00000,48.00000,192
1,2,0.34208,67.00000,42.00000,193
1,3,0.33199,75.00000,42.00000,202
1,4,0.32092,69.00000,42.00000,194
1,5,0.31478,63.00000,48.00000,191
1,6,0.30899,90.00000,35.00000,218
1,7,0.30129,66.00000,48.00000,196
1,8,0.29721,63.00000,42.00000,184
1,9,0.29663,73.00000,42.00000,200
1,10,0.28871,81.00000,42.00000,213
1,11,0.28411,72.00000,42.00000,198
1,12,0.27799,75.00000,42.00000,204
1,13,0.28049,67.00000,42.00000,191
1,14,0.27789,65.00000,42.00000,188
1,15,0.26909,69.00000,42.00000,195
1,16,0.27370,74.00000,42.00000,202
1,17,0.26731,71.00000,42.00000,198
1,18,0.26973,40.00000,54.00000,165
1,19,0.26303,64.00000,42.00000,188
1,20,0.26583,63.00000,42.00000,184
1,21,0.25666,81.00000,42.00000,213
1,22,0.25695,68.00000,42.00000,193
1,23,0.25395,70.00000,42.00000,196
1,24,0.25266,54.00000,48.00000,181
1,25,0.25151,61.00000,48.00000,190
1,26,0.24736,75.00000,48.00000,211
1,27,0.24984,51.00000,54.00000,180
1,28,0.24398,70.00000,42.00000,195
1,29,0.24493,67.00000,42.00000,192
1,30,0.24375,61.00000,48.00000,187
1,31,0.24503,62.00000,42.00000,184
1,32,0.24180,69.00000,48.00000,203
1,33,0.24308,68.00000,42.00000,194
1,34,0.23853,65.00000,48.00000,196
1,35,0.23761,64.00000,42.00000,187
1,36,0.23416,77.00000,42.00000,207
1,37,0.22727,61.00000,48.00000,189
1,38,0.22418,71.00000,42.00000,197
1,39,0.23334,85.00000,35.00000,211
1,40,0.23363,76.00000,42.00000,206
1,41,0.23238,74.00000,42.00000,203
1,42,0.23158,69.00000,48.00000,202
1,43,0.22987,71.00000,42.00000,197
1,44,0.22821,57.00000,48.00000,183
1,45,0.22859,75.00000,42.00000,205
1,46,0.23134,73.00000,48.00000,207
1,47,0.23148,64.00000,42.00000,186
1,48,0.23298,62.00000,42.00000,183
1,49,0.23303,78.00000,42.00000,207
1,50,0.22633,73.00000,42.00000,200
1,51,0.22688,51.00000,54.00000,180
1,52,0.22904,60.00000,48.00000,188
1,53,0.23627,63.00000,48.00000,192
1,54,0.22543,69.00000,42.00000,194
1,55,0.22895,61.00000,48.00000,189
1,56,0.22493,49.00000,54.00000,178
1,57,0.22329,72.00000,42.00000,198
1,58,0.22393,63.00000,42.00000,184
1,59,0.22149,75.00000,42.00000,204
1,60,0.22173,85.00000,35.00000,210
1,61,0.21954,75.00000,42.00000,203
1,62,0.23394,61.00000,48.00000,189
1,63,0.21675,68.00000,48.00000,201
1,64,0.21952,65.00000,42.00000,188
1,65,0.22742,53.00000,54.00000,183
epoch,itr,loss,mask-A,mask-B,time (ms)
1,0,0.42649,55.00000,48.00000,968
1,1,0.36536,67.00000,42.00000,191
1,2,0.34152,60.00000,48.00000,191
1,3,0.33054,70.00000,48.00000,204
1,4,0.32184,88.00000,35.00000,216
1,5,0.31428,72.00000,42.00000,199
1,6,0.30941,73.00000,42.00000,200
1,7,0.30100,73.00000,42.00000,201
1,8,0.29735,63.00000,42.00000,184
1,9,0.29674,73.00000,42.00000,200
1,10,0.28827,75.00000,42.00000,204
1,11,0.28315,51.00000,54.00000,181
1,12,0.27892,79.00000,42.00000,210
1,13,0.28078,67.00000,42.00000,192
1,14,0.27830,65.00000,42.00000,189
1,15,0.27222,67.00000,42.00000,191
1,16,0.27188,62.00000,42.00000,183
1,17,0.26560,87.00000,42.00000,227
1,18,0.26875,72.00000,42.00000,198
1,19,0.26360,64.00000,42.00000,186
1,20,0.26632,63.00000,42.00000,184
1,21,0.25658,81.00000,42.00000,212
1,22,0.25746,68.00000,42.00000,192
1,23,0.25441,70.00000,42.00000,195
1,24,0.25309,54.00000,48.00000,180
1,25,0.25196,61.00000,48.00000,189
1,26,0.24808,75.00000,48.00000,211
1,27,0.25036,51.00000,54.00000,179
1,28,0.24437,70.00000,42.00000,195
1,29,0.24570,67.00000,42.00000,191
1,30,0.24429,61.00000,48.00000,190
1,31,0.24528,62.00000,42.00000,183
1,32,0.24226,69.00000,48.00000,201
1,33,0.24350,68.00000,42.00000,192
1,34,0.23922,65.00000,48.00000,195
1,35,0.23827,64.00000,42.00000,187
1,36,0.23474,77.00000,42.00000,206
1,37,0.22789,61.00000,48.00000,190
1,38,0.22490,71.00000,42.00000,196
1,39,0.23450,85.00000,35.00000,210
1,40,0.23409,76.00000,42.00000,204
1,41,0.23348,74.00000,42.00000,201
1,42,0.23214,69.00000,48.00000,202
1,43,0.23031,71.00000,42.00000,197
1,44,0.22908,57.00000,48.00000,181
1,45,0.22962,75.00000,42.00000,203
1,46,0.23168,73.00000,48.00000,208
1,47,0.23282,64.00000,42.00000,186
1,48,0.23278,62.00000,42.00000,182
1,49,0.23336,78.00000,42.00000,207
1,50,0.22664,73.00000,42.00000,199
1,51,0.22786,51.00000,54.00000,179
1,52,0.22847,60.00000,48.00000,188
1,53,0.23629,63.00000,48.00000,191
1,54,0.22574,69.00000,42.00000,193
1,55,0.22855,61.00000,48.00000,189
1,56,0.22538,49.00000,54.00000,177
1,57,0.22387,72.00000,42.00000,198
1,58,0.22357,63.00000,42.00000,182
1,59,0.22258,75.00000,42.00000,203
1,60,0.22239,85.00000,35.00000,210
1,61,0.21970,75.00000,42.00000,203
1,62,0.23375,61.00000,48.00000,189
1,63,0.21702,68.00000,48.00000,200
1,64,0.21993,65.00000,42.00000,187
1,65,0.22659,53.00000,54.00000,183
2,0,0.21818,69.00000,42.00000,221
2,1,0.21453,75.00000,42.00000,211
2,2,0.21629,71.00000,42.00000,201
2,3,0.22389,77.00000,42.00000,208
2,4,0.21248,69.00000,48.00000,202
2,5,0.22224,63.00000,48.00000,191
2,6,0.21964,64.00000,48.00000,194
2,7,0.23008,61.00000,42.00000,181
2,8,0.22128,75.00000,42.00000,203
2,9,0.22366,62.00000,48.00000,189
2,10,0.22555,59.00000,48.00000,185
2,11,0.22438,55.00000,54.00000,187
2,12,0.21404,72.00000,42.00000,198
2,13,0.22240,62.00000,42.00000,183
2,14,0.21215,61.00000,48.00000,189
2,15,0.21529,70.00000,42.00000,196
2,16,0.20991,76.00000,42.00000,205
2,17,0.21435,74.00000,42.00000,202
2,18,0.21448,86.00000,36.00000,212
2,19,0.21320,59.00000,48.00000,186
2,20,0.21525,71.00000,48.00000,205
2,21,0.20672,90.00000,35.00000,217
2,22,0.21944,63.00000,48.00000,194
2,23,0.20471,69.00000,48.00000,198
2,24,0.21421,67.00000,42.00000,191
2,25,0.21005,73.00000,42.00000,200
2,26,0.20680,69.00000,48.00000,202
2,27,0.20499,72.00000,42.00000,197
2,28,0.21813,80.00000,42.00000,209
2,29,0.20465,83.00000,42.00000,214
2,30,0.22866,49.00000,54.00000,178
2,31,0.22329,75.00000,42.00000,203
2,32,0.20861,75.00000,42.00000,202
2,33,0.20659,77.00000,42.00000,207
2,34,0.20627,63.00000,42.00000,183
2,35,0.22372,84.00000,42.00000,216
2,36,0.20554,91.00000,35.00000,220
2,37,0.20446,73.00000,42.00000,199
2,38,0.22118,55.00000,48.00000,181
2,39,0.20865,63.00000,42.00000,183
2,40,0.21783,63.00000,42.00000,183
2,41,0.21533,61.00000,48.00000,192
2,42,0.21937,50.00000,48.00000,175
2,43,0.20903,72.00000,42.00000,197
2,44,0.20634,69.00000,48.00000,202
2,45,0.21142,71.00000,48.00000,205
2,46,0.20137,93.00000,35.00000,223
2,47,0.20957,63.00000,42.00000,183
2,48,0.21903,57.00000,48.00000,182
2,49,0.20198,61.00000,42.00000,181
2,50,0.19943,93.00000,35.00000,223
2,51,0.18934,67.00000,42.00000,190
2,52,0.20316,71.00000,42.00000,196
2,53,0.20424,73.00000,42.00000,199
2,54,0.19560,72.00000,42.00000,197
2,55,0.19776,72.00000,42.00000,197
2,56,0.19417,63.00000,42.00000,183
2,57,0.19521,75.00000,42.00000,203
2,58,0.20983,62.00000,42.00000,183
2,59,0.19827,63.00000,48.00000,191
2,60,0.20052,67.00000,48.00000,198
2,61,0.19082,69.00000,42.00000,193
2,62,0.21896,60.00000,48.00000,187
2,63,0.20340,72.00000,42.00000,197
2,64,0.19008,82.00000,42.00000,213
2,65,0.19797,69.00000,42.00000,194
